user_id,activity_date,activity_count
B3-U004,2026-01-07,5
B3-U004,2026-01-08,4
B3-U004,2026-01-09,3
B3-U004,2026-01-10,2
B3-U004,2026-01-11,2
B3-U004,2026-01-12,1
B3-U004,2026-01-13,3
B3-U004,2026-01-14,3
B3-U004,2026-01-15,2
B3-U004,2026-01-16,2
B3-U004,2026-01-17,0
B3-U004,2026-01-18,0
B3-U005,2026-01-16,5
B3-U005,2026-01-15,4
B3-U005,2026-01-14,6
B3-U005,2026-01-13,3
B3-U005,2026-01-12,7
B3-U005,2026-01-11,2
B3-U005,2026-01-10,1
B3-U005,2026-01-09,0
B3-U005,2026-01-08,3
B3-U005,2026-01-07,1
B3-U005,2026-01-06,2
B3-U005,2026-01-05,2
B3-U005,2026-01-04,3
B3-U005,2026-01-03,0
B3-U005,2026-01-02,1
B3-U006,2026-01-02,15
B3-U006,2026-01-03,14
B3-U006,2026-01-04,13
B3-U006,2026-01-05,12
B3-U006,2026-01-06,11
B3-U006,2026-01-07,10
B3-U006,2026-01-08,9
B3-U006,2026-01-09,8
B3-U006,2026-01-10,0
B3-U006,2026-01-11,0
B3-U006,2026-01-12,0
B3-U006,2026-01-13,0
B3-U006,2026-01-14,2
B3-U006,2026-01-15,2
B3-U006,2026-01-16,0
B3-U007,2026-01-23,9
B3-U007,2026-01-22,11
B3-U007,2026-01-21,8
B3-U007,2026-01-20,7
B3-U007,2026-01-19,6
B3-U007,2026-01-18,9
B3-U007,2026-01-17,12
B3-U007,2026-01-16,10
B3-U007,2026-01-15,1
B3-U007,2026-01-14,3
B3-U007,2026-01-13,1
B3-U007,2026-01-12,1
B3-U007,2026-01-11,1
B3-U007,2026-01-10,0
B3-U007,2026-01-09,2
B3-U008,2026-01-06,16
B3-U008,2026-01-07,14
B3-U008,2026-01-08,15
B3-U008,2026-01-09,12
B3-U008,2026-01-10,11
B3-U008,2026-01-11,9
B3-U008,2026-01-12,7
B3-U008,2026-01-13,6
B3-U008,2026-01-14,1
B3-U008,2026-01-15,0
B3-U008,2026-01-16,1
B3-U008,2026-01-17,1
B3-U008,2026-01-18,0
B3-U008,2026-01-19,2
B3-U008,2026-01-20,2
B3-U009,2026-01-25,9
B3-U009,2026-01-24,7
B3-U009,2026-01-23,6
B3-U009,2026-01-22,8
B3-U009,2026-01-21,10
B3-U009,2026-01-20,9
B3-U009,2026-01-19,11
B3-U009,2026-01-18,12
B3-U009,2026-01-17,13
B3-U009,2026-01-16,14
B3-U009,2026-01-15,15
B3-U009,2026-01-14,16
B3-U009,2026-01-13,15
B3-U009,2026-01-12,14
B3-U009,2026-01-11,13
B3-U010,2026-01-11,12
B3-U010,2026-01-12,9
B3-U010,2026-01-13,7
B3-U010,2026-01-14,5
B3-U010,2026-01-15,3
B3-U010,2026-01-16,2
B3-U010,2026-01-17,1
B3-U010,2026-01-18,0
B3-U010,2026-01-19,0
B3-U010,2026-01-20,0
B3-U010,2026-01-21,0
B3-U010,2026-01-22,0
B3-U010,2026-01-23,0
B3-U010,2026-01-24,0
B3-U010,2026-01-25,0
B3-U011,2026-01-01,12
B3-U011,2026-01-02,9
B3-U011,2026-01-03,7
B3-U011,2026-01-04,5
B3-U011,2026-01-05,4
B3-U011,2026-01-06,3
B3-U011,2026-01-07,2
B3-U011,2026-01-08,1
B3-U011,2026-01-09,0
B3-U011,2026-01-10,0
B3-U011,2026-01-11,0
B3-U011,2026-01-12,0
B3-U011,2026-01-13,0
B3-U011,2026-01-14,0
B3-U011,2026-01-15,0
B3-U012,2026-01-11,5
B3-U012,2026-01-12,7
B3-U012,2026-01-13,6
B3-U012,2026-01-14,4
B3-U012,2026-01-15,3
B3-U012,2026-01-16,2
B3-U012,2026-01-17,1
B3-U012,2026-01-18,0
B3-U012,2026-01-19,3
B3-U012,2026-01-20,0
B3-U012,2026-01-21,3
B3-U012,2026-01-22,3
B3-U012,2026-01-23,3
B3-U012,2026-01-24,2
B3-U012,2026-01-25,0
B3-U013,2026-01-23,12
B3-U013,2026-01-22,9
B3-U013,2026-01-21,11
B3-U013,2026-01-20,10
B3-U013,2026-01-19,8
B3-U013,2026-01-18,7
B3-U013,2026-01-17,6
B3-U013,2026-01-16,5
B3-U013,2026-01-15,3
B3-U013,2026-01-14,0
B3-U013,2026-01-13,0
B3-U013,2026-01-12,2
B3-U013,2026-01-11,3
B3-U013,2026-01-10,3
B3-U013,2026-01-09,0
B3-U014,2026-01-13,5
B3-U014,2026-01-14,7
B3-U014,2026-01-15,6
B3-U014,2026-01-16,4
B3-U014,2026-01-17,3
B3-U014,2026-01-18,2
B3-U014,2026-01-19,1
B3-U014,2026-01-20,0
B3-U014,2026-01-21,0
B3-U014,2026-01-22,0
B3-U014,2026-01-23,0
B3-U014,2026-01-24,0
B3-U014,2026-01-25,0
B3-U014,2026-01-26,0
B3-U014,2026-01-27,0
B3-U015,2026-01-06,12
B3-U015,2026-01-07,9
B3-U015,2026-01-08,11
B3-U015,2026-01-09,10
B3-U015,2026-01-10,8
B3-U015,2026-01-11,7
B3-U015,2026-01-12,6
B3-U015,2026-01-13,5
B3-U015,2026-01-14,4
B3-U015,2026-01-15,3
B3-U015,2026-01-16,2
B3-U015,2026-01-17,2
B3-U015,2026-01-18,1
B3-U015,2026-01-19,1
B3-U015,2026-01-20,0
B3-U016,2026-01-20,5
B3-U016,2026-01-19,7
B3-U016,2026-01-18,6
B3-U016,2026-01-17,8
B3-U016,2026-01-16,7
B3-U016,2026-01-15,6
B3-U016,2026-01-14,5
B3-U016,2026-01-13,4
B3-U016,2026-01-12,1
B3-U016,2026-01-11,2
B3-U016,2026-01-10,2
B3-U016,2026-01-09,2
B3-U016,2026-01-08,2
B3-U016,2026-01-07,3
B3-U016,2026-01-06,3
B3-U017,2026-01-13,7
B3-U017,2026-01-12,5
B3-U017,2026-01-11,6
B3-U017,2026-01-10,4
B3-U017,2026-01-09,3
B3-U017,2026-01-08,2
B3-U017,2026-01-07,1
B3-U017,2026-01-06,1
B3-U017,2026-01-05,2
B3-U017,2026-01-04,2
B3-U017,2026-01-03,0
B3-U017,2026-01-02,3
B3-U017,2026-01-01,2
B3-U017,2025-12-31,1
B3-U018,2026-01-11,5
B3-U018,2026-01-12,4
B3-U018,2026-01-13,6
B3-U018,2026-01-14,3
B3-U018,2026-01-15,2
B3-U018,2026-01-16,1
B3-U018,2026-01-17,0
B3-U018,2026-01-18,0
B3-U018,2026-01-19,0
B3-U018,2026-01-20,0
B3-U018,2026-01-21,0
B3-U018,2026-01-22,0
B3-U018,2026-01-23,0
B3-U018,2026-01-24,0
B3-U018,2026-01-25,0
B3-U019,2026-01-09,5
B3-U019,2026-01-10,7
B3-U019,2026-01-11,6
B3-U019,2026-01-12,8
B3-U019,2026-01-13,9
B3-U019,2026-01-14,7
B3-U019,2026-01-15,6
B3-U019,2026-01-16,4
B3-U019,2026-01-17,3
B3-U019,2026-01-18,2
B3-U019,2026-01-19,2
B3-U019,2026-01-20,1
B3-U019,2026-01-21,1
B3-U019,2026-01-22,0
B3-U019,2026-01-23,0
B3-U020,2026-01-05,12
B3-U020,2026-01-06,9
B3-U020,2026-01-07,11
B3-U020,2026-01-08,10
B3-U020,2026-01-09,8
B3-U020,2026-01-10,7
B3-U020,2026-01-11,6
B3-U020,2026-01-12,5
B3-U020,2026-01-13,1
B3-U020,2026-01-14,3
B3-U020,2026-01-15,1
B3-U020,2026-01-16,1
B3-U020,2026-01-17,3
B3-U020,2026-01-18,2
B3-U020,2026-01-19,2
B4-U001,2026-01-22,5
B4-U001,2026-01-21,7
B4-U001,2026-01-20,6
B4-U001,2026-01-19,4
B4-U001,2026-01-18,3
B4-U001,2026-01-17,2
B4-U001,2026-01-16,2
B4-U001,2026-01-15,3
B4-U001,2026-01-14,1
B4-U001,2026-01-13,1
B4-U001,2026-01-12,2
B4-U001,2026-01-11,3
B4-U001,2026-01-10,1
B4-U001,2026-01-09,0
B4-U001,2026-01-08,3
B4-U002,2026-01-07,12
B4-U002,2026-01-08,9
B4-U002,2026-01-09,11
B4-U002,2026-01-10,8
B4-U002,2026-01-11,6
B4-U002,2026-01-12,5
B4-U002,2026-01-13,4
B4-U002,2026-01-14,3
B4-U002,2026-01-15,2
B4-U002,2026-01-16,2
B4-U002,2026-01-17,1
B4-U002,2026-01-18,0
B4-U002,2026-01-19,0
B4-U002,2026-01-20,0
B4-U002,2026-01-21,0
B4-U003,2026-01-13,12
B4-U003,2026-01-12,9
B4-U003,2026-01-11,8
B4-U003,2026-01-10,7
B4-U003,2026-01-09,6
B4-U003,2026-01-08,5
B4-U003,2026-01-07,4
B4-U003,2026-01-06,3
B4-U003,2026-01-05,2
B4-U003,2026-01-04,3
B4-U003,2026-01-03,4
B4-U003,2026-01-02,5
B4-U003,2026-01-01,6
B4-U003,2020-12-31,4
B4-U003,2026-01-14,2
B4-U004,2026-01-27,14
B4-U004,2026-01-26,9
B4-U004,2026-01-25,11
B4-U004,2026-01-24,12
B4-U004,2026-01-23,15
B4-U004,2026-01-22,13
B4-U004,2026-01-21,16
B4-U004,2026-01-20,10
B4-U004,2026-01-19,1
B4-U004,2026-01-18,1
B4-U004,2026-01-17,0
B4-U004,2026-01-16,0
B4-U004,2026-01-15,2
B4-U004,2026-01-14,3
B4-U004,2026-01-13,3
B4-U005,2026-01-27,12
B4-U005,2026-01-26,9
B4-U005,2026-01-25,7
B4-U005,2026-01-24,6
B4-U005,2026-01-23,5
B4-U005,2026-01-22,4
B4-U005,2026-01-21,3
B4-U005,2026-01-20,2
B4-U005,2026-01-19,2
B4-U005,2026-01-18,3
B4-U005,2026-01-17,3
B4-U005,2026-01-16,3
B4-U005,2026-01-15,3
B4-U005,2026-01-14,3
B4-U005,2026-01-13,0
B4-U006,2026-01-16,12
B4-U006,2026-01-15,9
B4-U006,2026-01-14,11
B4-U006,2026-01-13,10
B4-U006,2026-01-12,8
B4-U006,2026-01-11,7
B4-U006,2026-01-10,8
B4-U006,2026-01-09,6
B4-U006,2026-01-08,3
B4-U006,2026-01-07,0
B4-U006,2026-01-06,3
B4-U006,2026-01-05,2
B4-U006,2026-01-04,1
B4-U006,2026-01-03,0
B4-U006,2026-01-02,3
B4-U007,2026-01-15,9
B4-U007,2026-01-14,7
B4-U007,2026-01-13,6
B4-U007,2026-01-12,8
B4-U007,2026-01-11,5
B4-U007,2026-01-10,4
B4-U007,2026-01-09,3
B4-U007,2026-01-08,2
B4-U007,2026-01-07,1
B4-U007,2026-01-06,2
B4-U007,2026-01-05,3
B4-U007,2026-01-04,2
B4-U007,2026-01-03,1
B4-U007,2026-01-02,0
B4-U008,2026-01-15,9
B4-U008,2026-01-16,11
B4-U008,2026-01-17,8
B4-U008,2026-01-18,7
B4-U008,2026-01-19,6
B4-U008,2026-01-20,5
B4-U008,2026-01-21,4
B4-U008,2026-01-22,4
B4-U008,2026-01-23,2
B4-U008,2026-01-24,1
B4-U008,2026-01-25,0
B4-U008,2026-01-26,1
B4-U008,2026-01-27,2
B4-U008,2026-01-28,0
B4-U008,2026-01-29,1
B4-U009,2026-01-04,12
B4-U009,2026-01-05,9
B4-U009,2026-01-06,7
B4-U009,2026-01-07,6
B4-U009,2026-01-08,5
B4-U009,2026-01-09,4
B4-U009,2026-01-10,3
B4-U009,2026-01-11,2
B4-U009,2026-01-12,3
B4-U009,2026-01-13,0
B4-U009,2026-01-14,1
B4-U009,2026-01-15,2
B4-U009,2026-01-16,2
B4-U009,2026-01-17,0
B4-U009,2026-01-18,1
B4-U010,2026-01-07,12
B4-U010,2026-01-08,9
B4-U010,2026-01-09,11
B4-U010,2026-01-10,10
B4-U010,2026-01-11,8
B4-U010,2026-01-12,7
B4-U010,2026-01-13,6
B4-U010,2026-01-14,5
B4-U010,2026-01-15,4
B4-U010,2026-01-16,3
B4-U010,2026-01-17,2
B4-U010,2026-01-18,2
B4-U010,2026-01-19,2
B4-U010,2026-01-20,2
B4-U010,2026-01-21,1
B4-U011,2026-01-13,12
B4-U011,2026-01-14,9
B4-U011,2026-01-15,7
B4-U011,2026-01-16,6
B4-U011,2026-01-17,5
B4-U011,2026-01-18,4
B4-U011,2026-01-19,3
B4-U011,2026-01-20,2
B4-U011,2026-01-21,0
B4-U011,2026-01-22,0
B4-U011,2026-01-23,1
B4-U011,2026-01-24,1
B4-U011,2026-01-25,3
B4-U011,2026-01-26,1
B4-U011,2026-01-27,2
B4-U012,2026-01-02,12
B4-U012,2026-01-03,9
B4-U012,2026-01-04,11
B4-U012,2026-01-05,8
B4-U012,2026-01-06,7
B4-U012,2026-01-07,6
B4-U012,2026-01-08,5
B4-U012,2026-01-09,0
B4-U012,2026-01-10,0
B4-U012,2026-01-11,2
B4-U012,2026-01-12,1
B4-U012,2026-01-13,2
B4-U012,2026-01-14,2
B4-U012,2026-01-15,3
B4-U013,2026-01-24,9
B4-U013,2026-01-23,11
B4-U013,2026-01-22,10
B4-U013,2026-01-21,7
B4-U013,2026-01-20,6
B4-U013,2026-01-19,8
B4-U013,2026-01-18,5
B4-U013,2026-01-17,4
B4-U013,2026-01-16,2
B4-U013,2026-01-15,0
B4-U013,2026-01-14,2
B4-U013,2026-01-13,0
B4-U013,2026-01-12,0
B4-U013,2026-01-11,0
B4-U013,2026-01-10,1
B4-U014,2026-01-23,7
B4-U014,2026-01-22,5
B4-U014,2026-01-21,6
B4-U014,2026-01-20,8
B4-U014,2026-01-19,9
B4-U014,2026-01-18,11
B4-U014,2026-01-17,10
B4-U014,2026-01-16,12
B4-U014,2026-01-15,9
B4-U014,2026-01-14,8
B4-U014,2026-01-13,7
B4-U014,2026-01-12,6
B4-U014,2026-01-11,5
B4-U014,2026-01-10,4
B4-U014,2026-01-09,3
B4-U015,2026-01-21,12
B4-U015,2026-01-20,9
B4-U015,2026-01-19,11
B4-U015,2026-01-18,8
B4-U015,2026-01-17,7
B4-U015,2026-01-16,6
B4-U015,2026-01-15,5
B4-U015,2026-01-14,4
B4-U015,2026-01-13,3
B4-U015,2026-01-12,2
B4-U015,2026-01-11,1
B4-U015,2026-01-10,0
B4-U015,2026-01-09,0
B4-U015,2026-01-08,3
B4-U015,2026-01-07,0
B4-U015,2026-01-06,0
B4-U015,2026-01-05,1
B4-U015,2026-01-04,0
B4-U015,2026-01-03,2
B4-U015,2026-01-02,2
B4-U016,2026-01-02,12
B4-U016,2026-01-03,9
B4-U016,2026-01-04,8
B4-U016,2026-01-05,7
B4-U016,2026-01-06,6
B4-U016,2026-01-07,5
B4-U016,2026-01-08,4
B4-U016,2026-01-09,4
B4-U016,2026-01-10,3
B4-U016,2026-01-11,3
B4-U016,2026-01-12,2
B4-U016,2026-01-13,2
B4-U016,2026-01-14,2
B4-U016,2026-01-15,2
B4-U016,2026-01-16,2
B4-U016,2026-01-17,2
B4-U016,2026-01-18,2
B4-U016,2026-01-19,2
B4-U016,2026-01-20,2
B4-U016,2026-01-21,1
B4-U016,2026-01-22,1
B4-U016,2026-01-23,1
B4-U016,2026-01-24,1
B4-U016,2026-01-25,0
B4-U016,2026-01-26,0
B4-U016,2026-01-27,0
B4-U016,2026-01-28,0
B4-U016,2026-01-29,0
B4-U016,2026-01-30,0
B4-U017,2026-01-27,9
B4-U017,2026-01-26,7
B4-U017,2026-01-25,6
B4-U017,2026-01-24,5
B4-U017,2026-01-23,4
B4-U017,2026-01-22,4
B4-U017,2026-01-21,3
B4-U017,2026-01-20,3
B4-U017,2026-01-19,2
B4-U017,2026-01-18,2
B4-U017,2026-01-17,1
B4-U017,2026-01-16,1
B4-U017,2026-01-15,1
B4-U017,2026-01-14,0
B4-U017,2026-01-13,0
B4-U018,2026-01-23,5
B4-U018,2026-01-22,7
B4-U018,2026-01-21,6
B4-U018,2026-01-20,9
B4-U018,2026-01-19,8
B4-U018,2026-01-18,10
B4-U018,2026-01-17,12
B4-U018,2026-01-16,11
B4-U018,2026-01-15,3
B4-U018,2026-01-14,0
B4-U018,2026-01-13,1
B4-U018,2026-01-12,2
B4-U018,2026-01-11,1
B4-U018,2026-01-10,1
B4-U018,2026-01-09,2
B4-U019,2026-01-04,7
B4-U019,2026-01-05,9
B4-U019,2026-01-06,6
B4-U019,2026-01-07,5
B4-U019,2026-01-08,4
B4-U019,2026-01-09,3
B4-U019,2026-01-10,2
B4-U019,2026-01-11,1
B4-U019,2026-01-12,1
B4-U019,2026-01-13,2
B4-U019,2026-01-14,1
B4-U019,2026-01-15,2
B4-U019,2026-01-16,0
B4-U019,2026-01-17,3
B4-U019,2026-01-18,2
B4-U020,2026-01-12,5
B4-U020,2026-01-13,7
B4-U020,2026-01-14,6
B4-U020,2026-01-15,8
B4-U020,2026-01-16,9
B4-U020,2026-01-17,7
B4-U020,2026-01-18,6
B4-U020,2026-01-19,5
B4-U020,2026-01-20,2
B4-U020,2026-01-21,3
B4-U020,2026-01-22,2
B4-U020,2026-01-23,2
B4-U020,2026-01-24,1
B4-U020,2026-01-25,3
B4-U020,2026-01-26,0
B5-U001,2026-01-13,12
B5-U001,2026-01-14,9
B5-U001,2026-01-15,11
B5-U001,2026-01-16,8
B5-U001,2026-01-17,7
B5-U001,2026-01-18,5
B5-U001,2026-01-19,4
B5-U001,2026-01-20,3
B5-U001,2026-01-21,2
B5-U001,2026-01-22,3
B5-U001,2026-01-23,1
B5-U001,2026-01-24,0
B5-U001,2026-01-25,3
B5-U001,2026-01-26,0
B5-U001,2026-01-27,0
B5-U002,2026-01-27,7
B5-U002,2026-01-26,6
B5-U002,2026-01-25,5
B5-U002,2026-01-24,4
B5-U002,2026-01-23,3
B5-U002,2026-01-22,2
B5-U002,2026-01-21,1
B5-U002,2026-01-20,0
B5-U002,2026-01-19,0
B5-U002,2026-01-18,0
B5-U002,2026-01-17,0
B5-U002,2026-01-16,0
B5-U002,2026-01-15,0
B5-U002,2026-01-14,0
B5-U002,2026-01-13,0
B5-U003,2026-01-27,12
B5-U003,2026-01-26,9
B5-U003,2026-01-25,7
B5-U003,2026-01-24,6
B5-U003,2026-01-23,5
B5-U003,2026-01-22,4
B5-U003,2026-01-21,3
B5-U003,2026-01-20,2
B5-U003,2026-01-19,2
B5-U003,2026-01-18,1
B5-U003,2026-01-17,1
B5-U003,2026-01-16,1
B5-U003,2026-01-15,0
B5-U003,2026-01-14,0
B5-U003,2026-01-13,0
B5-U004,2026-01-11,9
B5-U004,2026-01-12,7
B5-U004,2026-01-13,6
B5-U004,2026-01-14,8
B5-U004,2026-01-15,5
B5-U004,2026-01-16,4
B5-U004,2026-01-17,3
B5-U004,2026-01-18,2
B5-U004,2026-01-19,0
B5-U004,2026-01-20,2
B5-U004,2026-01-21,2
B5-U004,2026-01-22,1
B5-U004,2026-01-23,1
B5-U004,2026-01-24,3
B5-U004,2026-01-25,1
B5-U005,2026-01-09,5
B5-U005,2026-01-10,4
B5-U005,2026-01-11,3
B5-U005,2026-01-12,2
B5-U005,2026-01-13,1
B5-U005,2026-01-14,0
B5-U005,2026-01-15,0
B5-U005,2026-01-16,0
B5-U005,2026-01-17,0
B5-U005,2026-01-18,0
B5-U005,2026-01-19,0
B5-U005,2026-01-20,0
B5-U005,2026-01-21,0
B5-U005,2026-01-22,0
B5-U005,2026-01-23,0
B5-U006,2026-01-09,5
B5-U006,2026-01-10,7
B5-U006,2026-01-11,6
B5-U006,2026-01-12,4
B5-U006,2026-01-13,3
B5-U006,2026-01-14,2
B5-U006,2026-01-15,1
B5-U006,2026-01-16,0
B5-U006,2026-01-17,0
B5-U006,2026-01-18,0
B5-U006,2026-01-19,2
B5-U006,2026-01-20,0
B5-U006,2026-01-21,3
B5-U006,2026-01-22,0
B5-U006,2026-01-23,0
B5-U007,2026-01-07,5
B5-U007,2026-01-08,7
B5-U007,2026-01-09,6
B5-U007,2026-01-10,8
B5-U007,2026-01-11,9
B5-U007,2026-01-12,10
B5-U007,2026-01-13,9
B5-U007,2026-01-14,8
B5-U007,2026-01-15,3
B5-U007,2026-01-16,1
B5-U007,2026-01-17,1
B5-U007,2026-01-18,3
B5-U007,2026-01-19,2
B5-U007,2026-01-20,0
B5-U007,2026-01-21,3
B5-U008,2026-01-06,14
B5-U008,2026-01-07,12
B5-U008,2026-01-08,11
B5-U008,2026-01-09,9
B5-U008,2026-01-10,7
B5-U008,2026-01-11,6
B5-U008,2026-01-12,5
B5-U008,2026-01-13,4
B5-U008,2026-01-14,3
B5-U008,2026-01-15,3
B5-U008,2026-01-16,2
B5-U008,2026-01-17,1
B5-U008,2026-01-18,1
B5-U008,2026-01-19,0
B5-U009,2026-01-06,7
B5-U009,2026-01-07,5
B5-U009,2026-01-08,6
B5-U009,2026-01-09,4
B5-U009,2026-01-10,3
B5-U009,2026-01-11,3
B5-U009,2026-01-12,2
B5-U009,2026-01-13,2
B5-U009,2026-01-14,0
B5-U009,2026-01-15,2
B5-U009,2026-01-16,0
B5-U009,2026-01-17,3
B5-U009,2026-01-18,0
B5-U009,2026-01-19,1
B5-U009,2026-01-20,2
B5-U010,2026-01-15,16
B5-U010,2026-01-14,14
B5-U010,2026-01-13,15
B5-U010,2026-01-12,9
B5-U010,2026-01-11,11
B5-U010,2026-01-10,12
B5-U010,2026-01-09,10
B5-U010,2026-01-08,8
B5-U010,2026-01-07,7
B5-U010,2026-01-06,6
B5-U010,2026-01-05,5
B5-U010,2026-01-04,4
B5-U010,2026-01-03,3
B5-U010,2026-01-02,2
B5-U010,2026-01-01,1
B5-U011,2026-01-25,18
B5-U011,2026-01-24,16
B5-U011,2026-01-23,17
B5-U011,2026-01-22,19
B5-U011,2026-01-21,18
B5-U011,2026-01-20,17
B5-U011,2026-01-19,16
B5-U011,2026-01-18,15
B5-U011,2026-01-17,14
B5-U011,2026-01-16,13
B5-U011,2026-01-15,12
B5-U011,2026-01-14,11
B5-U011,2026-01-13,10
B5-U011,2026-01-12,9
B5-U011,2026-01-11,8
B5-U012,2026-01-01,16
B5-U012,2026-01-02,15
B5-U012,2026-01-03,12
B5-U012,2026-01-04,11
B5-U012,2026-01-05,9
B5-U012,2026-01-06,8
B5-U012,2026-01-07,7
B5-U012,2026-01-08,6
B5-U012,2026-01-09,2
B5-U012,2026-01-10,2
B5-U012,2026-01-11,3
B5-U012,2026-01-12,2
B5-U012,2026-01-13,1
B5-U012,2026-01-14,3
B5-U012,2026-01-15,1
B5-U013,2026-01-15,12
B5-U013,2026-01-16,9
B5-U013,2026-01-17,11
B5-U013,2026-01-18,8
B5-U013,2026-01-19,7
B5-U013,2026-01-20,6
B5-U013,2026-01-21,5
B5-U013,2026-01-22,4
B5-U013,2026-01-23,0
B5-U013,2026-01-24,0
B5-U013,2026-01-25,0
B5-U013,2026-01-26,0
B5-U013,2026-01-27,1
B5-U013,2026-01-28,3
B5-U013,2026-01-29,3
B5-U014,2026-01-13,15
B5-U014,2026-01-12,14
B5-U014,2026-01-11,13
B5-U014,2026-01-10,12
B5-U014,2026-01-09,11
B5-U014,2026-01-08,10
B5-U014,2026-01-07,9
B5-U014,2026-01-06,8
B5-U014,2026-01-05,2
B5-U014,2026-01-04,1
B5-U014,2026-01-03,0
B5-U014,2026-01-02,1
B5-U014,2026-01-01,2
B5-U014,2025-12-31,2
B5-U014,2025-12-30,1
B5-U015,2025-12-30,5
B5-U015,2025-12-31,8
B5-U015,2026-01-01,7
B5-U015,2026-01-02,6
B5-U015,2026-01-03,5
B5-U015,2026-01-04,4
B5-U015,2026-01-05,3
B5-U015,2026-01-06,2
B5-U015,2026-01-07,1
B5-U015,2026-01-08,0
B5-U015,2026-01-09,2
B5-U015,2026-01-10,1
B5-U015,2026-01-11,0
B5-U015,2026-01-12,0
B5-U016,2025-12-31,9
B5-U016,2026-01-01,7
B5-U016,2026-01-02,5
B5-U016,2026-01-03,4
B5-U016,2026-01-04,3
B5-U016,2026-01-05,2
B5-U016,2026-01-06,1
B5-U016,2026-01-07,0
B5-U016,2026-01-08,1
B5-U016,2026-01-09,1
B5-U016,2026-01-10,3
B5-U016,2026-01-11,0
B5-U016,2026-01-12,1
B5-U016,2026-01-13,1
B5-U016,2026-01-14,1
B5-U017,2025-12-28,5
B5-U017,2025-12-29,7
B5-U017,2025-12-30,6
B5-U017,2025-12-31,4
B5-U017,2026-01-01,3
B5-U017,2026-01-02,2
B5-U017,2026-01-03,2
B5-U017,2026-01-04,1
B5-U017,2026-01-05,2
B5-U017,2026-01-06,2
B5-U017,2026-01-07,3
B5-U017,2026-01-08,0
B5-U017,2026-01-09,3
B5-U017,2026-01-10,0
B5-U017,2026-01-11,2
B5-U018,2025-12-28,12
B5-U018,2025-12-29,9
B5-U018,2025-12-30,8
B5-U018,2025-12-31,7
B5-U018,2026-01-01,6
B5-U018,2026-01-02,5
B5-U018,2026-01-03,4
B5-U018,2026-01-04,3
B5-U018,2026-01-05,2
B5-U018,2026-01-06,2
B5-U018,2026-01-07,2
B5-U018,2026-01-08,1
B5-U018,2026-01-09,1
B5-U018,2026-01-10,0
B5-U019,2025-12-27,9
B5-U019,2025-12-28,11
B5-U019,2025-12-29,7
B5-U019,2025-12-30,6
B5-U019,2025-12-31,8
B5-U019,2026-01-01,10
B5-U019,2026-01-02,12
B5-U019,2026-01-03,9
B5-U019,2026-01-04,8
B5-U019,2026-01-05,7
B5-U019,2026-01-06,6
B5-U019,2026-01-07,5
B5-U019,2026-01-08,4
B5-U019,2026-01-09,3
B5-U020,2025-12-15,12
B5-U020,2025-12-16,9
B5-U020,2025-12-17,7
B5-U020,2025-12-18,5
B5-U020,2025-12-19,4
B5-U020,2025-12-20,3
B5-U020,2025-12-21,2
B5-U020,2025-12-22,2
B5-U020,2025-12-23,2
B5-U020,2025-12-24,2
B5-U020,2025-12-25,3
B5-U020,2025-12-26,1
B5-U020,2025-12-27,1
B5-U020,2025-12-28,2
B5-U020,2025-12-29,1
B6-U001,2026-01-14,9
B6-U001,2026-01-15,7
B6-U001,2026-01-16,6
B6-U001,2026-01-17,5
B6-U001,2026-01-18,4
B6-U001,2026-01-19,3
B6-U001,2026-01-20,2
B6-U001,2026-01-21,1
B6-U001,2026-01-22,3
B6-U001,2026-01-23,0
B6-U001,2026-01-24,2
B6-U001,2026-01-25,2
B6-U001,2026-01-26,3
B6-U001,2026-01-27,3
B6-U002,2026-01-27,5
B6-U002,2026-01-26,4
B6-U002,2026-01-25,6
B6-U002,2026-01-24,7
B6-U002,2026-01-23,5
B6-U002,2026-01-22,4
B6-U002,2026-01-21,3
B6-U002,2026-01-20,2
B6-U002,2026-01-19,1
B6-U002,2026-01-18,0
B6-U002,2026-01-17,1
B6-U002,2026-01-16,0
B6-U002,2026-01-15,2
B6-U002,2026-01-14,3
B6-U002,2026-01-13,4
U003,2026-01-24,7
U003,2026-01-23,6
U003,2026-01-22,5
U003,2026-01-21,4
U003,2026-01-20,3
U003,2026-01-19,2
U003,2026-01-18,2
U003,2026-01-17,2
U003,2026-01-16,1
U003,2026-01-15,2
U003,2026-01-14,0
U003,2026-01-13,3
U003,2026-01-12,0
U003,2026-01-11,0
U003,2026-01-10,2
B6-U004,2026-01-09,7
B6-U004,2026-01-10,8
B6-U004,2026-01-11,6
B6-U004,2026-01-12,9
B6-U004,2026-01-13,5
B6-U004,2026-01-14,8
B6-U004,2026-01-15,7
B6-U004,2026-01-16,6
B6-U004,2026-01-17,2
B6-U004,2026-01-18,3
B6-U004,2026-01-19,2
B6-U004,2026-01-20,2
B6-U004,2026-01-21,2
B6-U004,2026-01-22,0
B6-U004,2026-01-23,3
B6-U005,2026-01-07,12
B6-U005,2026-01-08,9
B6-U005,2026-01-09,11
B6-U005,2026-01-10,10
B6-U005,2026-01-11,8
B6-U005,2026-01-12,7
B6-U005,2026-01-13,6
B6-U005,2026-01-14,5
B6-U005,2026-01-15,4
B6-U005,2026-01-16,3
B6-U005,2026-01-17,2
B6-U005,2026-01-18,2
