payment_id,user_id,subscription_id,payment_date,amount,promo_code,payment_status
P016,B4-U007,B86-S002,2026-03-03,150000.0,PROMO30,success
P017,B14-U008,S004,2026-02-01,50000.0,,failed
P018,B14-U008,S004,2026-03-01,50000.0,,failed
P019,B14-U017,S002,2026-07-01,150000.0,,success
P020,B6-U011,S003,2026-07-01,150000.0,PROMO25,success
P001,B5-U001,B198-S002,2026-04-06,150000.0,,success
P002,B5-U001,B198-S002,2026-05-06,150000.0,PROMO10,success
P003,B5-U001,B198-S002,2026-06-06,150000.0,,success
P004,B5-U001,B198-S002,2026-07-06,150000.0,,failed
P005,B5-U001,B198-S002,2026-08-06,150000.0,PROMO15,success
P001,B5-U002,S003,2026-01-25,150000.0,,success
P002,B16-U009,S002,2026-01-04,25000.0,PROMO10,success
P003,B0-U016,S002,2026-07-04,50000.0,,success
P004,B6-U011,S002,2026-04-05,50000.0,WELCOME,failed
P005,B11-U001,S002,2026-02-15,150000.0,,success
P006,B3-U006,B65-S001,2026-01-02,150000.0,,success
P007,B6-U007,B126-S002,2026-04-20,50000.0,SPRING,success
P008,B14-U013,S002,2025-07-30,50000.0,,failed
P009,B5-U014,S001,2026-01-01,150000.0,NEWUSER,success
P010,B12-U010,S001,2026-01-13,50000.0,,success
P011,B7-U005,B144-S001,2026-01-10,150000.0,DISCOUNT5,failed
P001,B5-U003,B123-S002,2026-07-11,150000.0,,success
P002,B5-U003,B123-S002,2026-08-11,150000.0,DISC20,success
P003,B5-U003,B123-S002,2026-09-11,150000.0,,failed
P004,B3-U020,S002,2026-03-01,150000.0,,success
P005,B3-U020,S002,2026-04-01,150000.0,PROMO15,success
P006,B10-U014,B213-S002,2026-02-01,150000.0,,success
P007,B10-U016,S003,2026-07-01,50000.0,,success
P008,B12-U009,S002,2026-02-28,50000.0,,success
P001,B5-U004,S004,2026-03-15,50000.0,,success
P002,B8-U014,S002,2025-12-20,50000.0,PROMO10,failed
P003,B14-U003,S001,2026-01-15,150000.0,,success
P004,B19-U016,B395-S002,2026-02-15,50000.0,,success
P005,B9-U013,B192-S002,2026-03-01,150000.0,SAVE20,success
P006,B14-U004,B283-S001,2026-01-11,50000.0,,success
P007,B11-U007,B226-S002,2026-07-04,50000.0,,success
P008,B5-U020,S003,2026-07-05,150000.0,PROMO15,failed
P009,B9-U002,B181-S003,2026-10-20,50000.0,,success
P010,B7-U007,B146-S001,2026-01-08,150000.0,,success
P001,B5-U005,B20-S002,2026-04-14,150000.0,,success
P002,B5-U005,B20-S002,2026-05-14,150000.0,PROMO10,success
P003,B12-U015,B254-S002,2025-11-12,50000.0,,failed
P004,B1-U001,S003,2026-03-15,50000.0,,success
P005,B3-U011,S002,2026-07-02,50000.0,,success
P006,B10-U008,B207-S001,2026-01-04,50000.0,SUMMER5,failed
P007,B2-U002,S002,2026-07-03,150000.0,,success
P008,B5-U008,B107-S001,2026-01-07,150000.0,WELCOME,success
P009,B9-U012,B191-S001,2026-01-12,150000.0,,success
P010,B11-U009,B228-S002,2026-02-01,50000.0,,failed
P011,B23-U002,S004,2026-01-20,50000.0,,success
P001,B5-U006,B154-S001,2026-01-18,50000.0,,success
P002,B5-U006,B154-S001,2026-02-18,50000.0,PROMO10,success
P003,B11-U011,B230-S001,2026-01-20,150000.0,,success
P004,B0-U008,S003,2025-12-05,150000.0,,failed
P005,B17-U006,B345-S002,2026-07-15,150000.0,PROMO20,success
P006,B0-U008,S003,2026-03-01,150000.0,,success
P007,B0-U008,S003,2026-03-31,150000.0,,success
P008,B11-U011,B230-S001,2026-02-15,150000.0,,success
P009,B18-U003,B362-S001,2026-01-13,150000.0,,success
P010,B8-U019,B178-S001,2025-12-30,50000.0,PROMO5,success
P001,B5-U007,B380-S001,2026-01-15,50000.0,,success
P002,B5-U007,B380-S001,2026-02-16,50000.0,PROMO10,success
P003,B10-U002,B201-S002,2026-03-16,150000.0,,success
P004,B17-U008,B347-S003,2026-03-20,50000.0,,success
P005,B0-U018,B17-S002,2026-07-10,50000.0,PROMO20,failed
P006,B18-U007,B366-S002,2026-05-10,150000.0,,success
P007,B12-U006,B245-S003,2026-03-25,50000.0,,success
P008,B13-U006,S002,2026-02-20,150000.0,,success
P009,B12-U008,B247-S001,2026-01-28,50000.0,PROMO5,success
P010,B1-U015,S002,2025-12-31,50000.0,,failed
P001,B5-U008,B5-S001,2026-01-10,140000.0,,success
P002,B5-U008,B5-S001,2026-02-10,150000.0,PROMO30,success
P003,B5-U008,B5-S001,2026-03-10,150000.0,,failed
P004,B17-U003,B342-S001,2026-01-05,50000.0,,success
P005,B14-U009,B288-S001,2026-01-20,150000.0,PROMO10,success
P006,B9-U017,B196-S001,2026-01-12,50000.0,,success
B108-P001,B5-U009,B45-S002,2026-02-20,150000.0,,success
B108-P002,B5-U009,S001,2026-03-04,105000.0,PROMO30,success
P003,B14-U010,S001,2026-02-05,50000.0,,success
P004,B0-U002,S001,2026-02-07,150000.0,,failed
P005,B11-U014,B233-S001,2026-02-12,150000.0,PROMO10,success
P006,B19-U001,B380-S001,2026-02-15,5000.0,,success
P007,B6-U002,B121-S002,2026-05-12,150000.0,,success
P008,B12-U006,B245-S001,2026-02-05,50000.0,PROMO5,success
P009,B5-U018,B118-S003,2026-01-15,50000.0,,failed
P010,B2-U019,B57-S003,2026-03-10,50000.0,,success
P011,B5-U016,S001,2026-01-25,150000.0,,success
P001,B5-U010,B294-S001,2026-01-31,150000.0,PROMO10,success
P002,B14-U015,B294-S001,2026-02-28,150000.0,,success
P003,B5-U012,B111-S001,2026-01-07,150000.0,NEW30,success
P004,B5-U008,S002,2026-03-05,50000.0,,failed
P005,B3-U016,B75-S002,2026-02-12,150000.0,DISC5,success
P006,B13-U017,S003,2026-06-15,50000.0,,success
P007,B14-U009,B288-S001,2026-02-01,150000.0,SAVE20,success
P008,B16-U009,S002,2026-05-15,150000.0,,success
P009,B18-U005,B364-S001,2026-02-10,150000.0,PROMO5,success
P010,B1-U011,B30-S002,2026-02-10,50000.0,,failed
P001,B5-U011,B144-S002,2026-02-12,50000.0,,success
P002,B15-U006,S001,2026-01-04,50000.0,PROMO10,success
P003,B0-U018,B17-S002,2026-07-03,50000.0,,success
P004,B12-U019,S002,2026-02-12,150000.0,,failed
P005,B4-U015,B94-S001,2026-01-10,50000.0,PROMO20,success
P006,B8-U018,B177-S002,2026-01-10,50000.0,,success
P007,B5-U003,B102-S002,2026-04-15,150000.0,PROMO15,success
P008,B6-U012,S004,2026-01-15,50000.0,,success
B111-P001,B5-U012,S001,2026-01-02,50000.0,,success
B111-P002,B5-U012,S001,2026-02-02,50000.0,DISC10,success
B111-P003,B5-U012,S001,2026-03-02,50000.0,,success
B111-P004,B5-U012,S001,2026-04-02,50000.0,,failed
B111-P005,B5-U012,S001,2026-05-02,50000.0,,success
P001,B5-U013,S002,2026-02-15,150000.0,,success
P002,B5-U013,S002,2026-03-15,150000.0,PROMO15,success
P003,B12-U002,S002,2026-04-13,150000.0,,failed
P004,B2-U001,S003,2026-01-02,50000.0,,success
P005,B9-U001,S001,2026-01-12,50000.0,NEWUSER,success
P006,B9-U003,B182-S002,2026-04-20,50000.0,,success
P007,B18-U016,B375-S002,2025-11-20,150000.0,,success
P008,B18-U017,S001,2026-01-02,150000.0,WELCOME,success
P009,B1-U003,B22-S002,2026-02-01,50000.0,,failed
P010,B19-U014,S003,2026-07-09,150000.0,,success
P011,B10-U011,B210-S001,2026-01-15,150000.0,,success
P001,B5-U014,B8-UNKNOWN,2026-01-15,37500.0,,success
P002,B5-U014,B108-S001,2026-01-15,125000.0,PROMO10,success
P003,B4-U002,B81-S003,2028-01-10,150000.0,,success
P004,B9-U020,B199-S001,2026-01-10,150000.0,,failed
P005,B14-U011,B290-S003,2026-09-01,150000.0,PROMO5,success
P001,B5-U015,B2-S002,2026-03-01,150000.0,,success
P002,B5-U015,B2-S002,2026-04-01,150000.0,DISC30,success
P003,B16-U013,B332-S002,2026-04-03,150000.0,,success
P004,B16-U013,B332-S002,2026-05-03,150000.0,DISC20,failed
P005,B18-U020,B379-S004,2026-09-15,150000.0,,success
P006,B11-U012,B231-S001,2026-02-10,50000.0,,success
P007,B15-U006,S002,2026-03-05,150000.0,,success
P008,B18-U007,B365-S004,2026-08-20,50000.0,PROMO5,failed
P009,B19-U001,B380-S001,2026-01-13,50000.0,,success
P010,B13-U017,S002,2026-03-20,150000.0,DISC10,success
P011,B9-U018,B196-S004,2026-03-11,150000.0,,success
P012,B10-U001,B200-S003,2026-12-01,50000.0,,success
P001,B5-U016,B191-S003,2026-12-01,150000.0,,success
P002,B9-U012,B191-S003,2027-01-01,150000.0,PROMO20,success
P003,B5-U016,B191-S003,2027-02-01,150000.0,,success
P004,B5-U011,B110-S001,2026-03-15,50000.0,,failed
P005,B8-U004,B163-S002,2026-04-15,150000.0,SAVE10,success
P006,B13-U012,B271-S001,2026-01-03,150000.0,,success
P001,B5-U017,B226-S002,2026-07-01,50000.0,,success
P002,B5-U017,B226-S002,2026-07-15,50000.0,PROMO10,success
P003,B11-U007,B226-S002,2026-08-01,50000.0,,failed
P004,B11-U007,B226-S002,2026-08-15,50000.0,,success
P005,B5-U018,B117-S001,2026-01-02,150000.0,,success
P006,B5-U018,B117-S001,2026-02-02,150000.0,DISC20,success
P007,B9-U011,B190-S001,2026-01-12,50000.0,,success
P008,B18-U016,B375-S001,2026-01-17,50000.0,,success
P009,B12-U012,B250-S003,2026-02-20,150000.0,SAVE15,success
P010,B15-U002,S001,2026-01-15,50000.0,,failed
P001,B5-U018,B9-S001,2026-01-08,150000.0,,success
P002,B5-U018,B9-S001,2026-01-15,150000.0,PROMO10,success
P003,B5-U018,B9-S001,2026-01-22,150000.0,,success
P004,B5-U018,B110-S003,2026-06-05,50000.0,,failed
P001,B5-U019,B118-S003,2026-01-15,100000.0,,success
P002,B5-U019,B118-S003,2026-02-15,100000.0,NEW20,success
P003,B5-U019,B118-S003,2026-03-15,100000.0,,failed
P004,B5-U019,B118-S003,2026-04-15,100000.0,,success
P005,B5-U019,B118-S003,2026-05-15,100000.0,SPRING,success
P001,B5-U020,B4-S001,2026-01-15,50000.0,,success
P002,B5-U020,B4-S001,2026-02-15,50000.0,SAVE10,success
P003,B5-U020,B4-S001,2026-03-15,50000.0,,success
P004,B14-U016,B295-S002,2026-02-12,150000.0,,success
P005,B1-U013,B32-S002,2026-04-01,50000.0,PROMO20,failed
P006,B10-U009,S001,2026-01-04,150000.0,,success
P007,B17-U008,B347-S002,2026-02-01,150000.0,DISC5,failed
P008,B15-U003,B302-S002,2026-02-01,50000.0,,success
P009,B8-U002,B161-S001,2026-01-12,50000.0,,success
P010,B5-U005,B104-S003,2026-11-01,50000.0,,success
P001,B6-U001,B344-S003,2026-07-01,12500.0,,success
P002,B6-U001,B344-S003,2026-08-01,12500.0,PROMO10,success
P003,B12-U007,S001,2026-01-20,15000.0,,success
P004,B12-U007,S001,2026-02-20,15000.0,WELCOME,success
P005,B23-U002,S005,2026-06-01,15000.0,,failed
P006,B18-U020,B379-S003,2026-04-20,12500.0,SPRING,success
P007,B2-U017,B56-S001,2026-02-15,50000.0,,success
P008,B18-U018,B377-S001,2026-01-15,50000.0,,success
P009,B18-U015,B374-S002,2026-03-10,150000.0,FALL,failed
P010,B13-U013,B272-S001,2026-02-01,50000.0,,success
P011,B2-U013,S002,2026-04-01,150000.0,,success
P001,B6-U002,B139-S001,2026-01-01,50000.0,,success
P002,B6-U002,B139-S001,2026-02-01,50000.0,PROMO10,success
P003,B6-U002,B139-S001,2026-03-01,50000.0,,success
P004,B6-U002,B139-S001,2026-04-01,50000.0,,success
P005,B6-U002,B139-S001,2026-05-01,50000.0,,failed
P006,B3-U012,B71-S002,2026-02-05,150000.0,,success
P007,B3-U012,B71-S002,2026-03-05,150000.0,PROMO15,success
P008,B3-U012,B71-S002,2026-04-05,150000.0,,failed
P009,B11-U012,B231-S002,2026-02-20,150000.0,,success
P010,B11-U012,B231-S002,2026-03-20,150000.0,PROMO5,success
P011,B17-U018,B357-S001,2026-01-15,50000.0,,success
P012,B10-U007,S001,2026-01-07,150000.0,,success
P001,U003,S003,2026-01-20,1000.0,,success
P002,U003,S003,2026-02-20,1000.0,PROMO10,success
P003,U003,S003,2026-03-20,1000.0,,success
P004,U003,S003,2026-04-20,1000.0,,failed
P005,B9-U010,S002,2026-02-18,100000.0,,success
P006,B11-U020,S003,2026-11-15,150000.0,NEWUSER,success
P007,B1-U005,S003,2026-03-05,150000.0,,success
B123-P001,B6-U004,B148-S001,2026-01-10,150000.0,,success
B123-P002,B6-U004,B148-S001,2026-02-10,150000.0,SPRING20,success
B123-P003,B6-U004,B148-S001,2026-03-10,150000.0,,success
B123-P004,B6-U004,B148-S001,2026-04-10,150000.0,,success
B123-P005,B6-U004,B148-S001,2026-05-10,150000.0,WELCOME,success
P001,B6-U005,S004,2026-05-15,150000.0,SPRING20,success
P002,B11-U018,S004,2026-04-20,150000.0,,failed
P003,B19-U028,S005,2026-12-01,150000.0,HALFOFF,success
P004,B2-U020,S003,2026-02-15,50000.0,,success
P005,B15-U022,B319-S005,2026-02-01,50000.0,WELCOME,success
P006,B18-U003,B362-S001,2026-01-20,150000.0,,success
P007,B9-U020,B199-S001,2026-01-12,150000.0,NEWUSER,success
P008,B10-U013,B212-S002,2026-05-10,50000.0,,success
P009,B16-U003,S003,2025-12-15,50000.0,,failed
P010,B0-U002,S003,2026-04-01,150000.0,SPRING15,success
P001,B6-U006,S001,2026-01-15,150000.0,,success
P002,B9-U001,S004,2026-05-01,150000.0,PROMO10,success
P003,B11-U009,S005,2026-12-01,150000.0,,success
P004,B6-U014,B133-S001,2026-01-15,150000.0,,success
P005,B4-U002,B81-S003,2028-01-08,150000.0,,success
P006,B14-U005,B284-S001,2026-01-09,150000.0,DISC20,success
P007,B2-U011,B50-S002,2026-02-15,150000.0,,failed
P008,B17-U011,S001,2026-01-12,150000.0,,success
P009,B17-U018,S003,2026-01-12,150000.0,PROMO5,failed
P010,B2-U020,S003,2026-01-25,50000.0,,success
P001,B6-U007,S001,2026-02-01,100000.0,,success
P002,B6-U007,S001,2026-03-01,100000.0,DISC30,success
P003,B6-U007,S001,2026-04-01,100000.0,,success
P004,B6-U007,S001,2026-05-01,100000.0,,success
P005,B1-U005,S001,2026-02-15,150000.0,,failed
P006,B1-U005,S001,2026-03-15,150000.0,PROMO20,success
P007,B2-U012,S001,2026-01-12,150000.0,,success
P008,B16-U020,S001,2026-01-20,50000.0,,success
P009,B16-U014,B333-S001,2026-02-05,150000.0,DISC5,success
P010,B3-U009,B68-S002,2026-02-15,150000.0,,failed
B127-P001,B6-U008,B56-S002,2026-04-15,150000.0,,success
B127-P002,B6-U008,B56-S002,2026-05-15,150000.0,PROMO20,success
B127-P003,B6-U008,B56-S002,2026-06-15,150000.0,,success
B127-P004,B6-U008,B56-S002,2026-07-15,150000.0,,failed
B127-P005,B8-U003,S001,2026-02-15,150000.0,PROMO15,success
B127-P006,B8-U003,S001,2026-03-15,150000.0,,success
B127-P007,B8-U003,S001,2026-04-15,150000.0,,failed
B127-P008,B1-U017,S002,2026-07-02,50000.0,PROMO5,success
B127-P009,B1-U017,S002,2026-08-02,50000.0,,success
B127-P010,B13-U011,B270-S002,2026-07-20,150000.0,PROMO25,success
B127-P011,B14-U018,B297-S001,2026-02-01,150000.0,,success
B127-P012,B18-U020,B379-S003,2026-03-20,50000.0,,success
B127-P013,B0-U011,B10-S001,2026-01-30,50000.0,,success
B127-P014,B9-U019,B198-S002,2026-04-20,150000.0,PROMO30,success
P001,B6-U009,B209-S004,2026-02-01,50000.0,,success
P002,B6-U009,B209-S004,2026-03-01,50000.0,WELCOME10,success
P003,B17-U001,B340-S001,2026-02-15,50000.0,,success
P004,B17-U001,B340-S001,2026-03-15,50000.0,SPRING5,success
P005,B19-U008,S001,2026-01-12,150000.0,,failed
P006,B19-U008,S001,2026-02-12,150000.0,LOYAL,success
P007,B7-U018,B157-S001,2026-01-10,150000.0,,success
P008,B7-U018,B157-S001,2026-02-10,150000.0,SUMMER20,success
P009,B13-U019,B278-S003,2026-03-01,50000.0,,success
P010,B13-U019,B278-S003,2026-04-01,50000.0,,failed
P011,B16-U015,S002,2026-07-01,50000.0,,success
P012,B16-U015,S002,2026-08-01,50000.0,BACKTOBASIC,success
P013,B3-U019,B78-S002,2026-01-25,50000.0,,failed
P014,B3-U019,B78-S002,2026-02-25,50000.0,,success
P015,B19-U007,B386-S001,2026-01-10,50000.0,,success
P001,B6-U010,B181-S001,2026-02-15,100000.0,PROMO10,success
P002,B6-U010,B181-S001,2026-03-15,100000.0,,success
P003,B6-U010,B181-S001,2026-04-15,100000.0,PROMO10,success
P004,B6-U010,B181-S001,2026-05-15,100000.0,,failed
P005,B6-U010,B181-S001,2026-06-15,100000.0,,success
P001,B6-U011,S001,2026-01-15,150000.0,,success
P002,B6-U011,S001,2026-02-15,150000.0,PROMO20,success
P003,B18-U008,B367-S002,2026-02-20,25000.0,,failed
P004,B8-U021,S004,2026-02-07,50000.0,,success
P005,B8-U003,S001,2026-02-20,150000.0,,success
P006,B10-U002,B201-S002,2026-03-01,150000.0,WELCOME,success
P007,B7-U006,S002,2026-07-15,150000.0,,success
B131-P001,B6-U012,B154-S002,2026-04-15,150000.0,,success
B131-P002,B7-U015,B154-S002,2026-04-20,150000.0,DISC10,success
B131-P003,B8-U007,B166-S001,2026-02-15,50000.0,,failed
B131-P004,B0-U001,S001,2026-02-10,50000.0,,success
B131-P005,B0-U005,B4-S003,2025-12-15,50000.0,,success
B131-P006,B16-U005,B324-S001,2026-02-05,150000.0,SAVE20,success
B131-P007,B5-U016,S001,2026-01-15,150000.0,,success
B131-P008,B16-U002,B321-S001,2026-01-12,50000.0,,success
B131-P009,B14-U002,S001,2026-01-12,50000.0,NEWUSER,success
B131-P010,B8-U001,B160-S003,2026-07-15,50000.0,,failed
B132-P001,B6-U013,B306-S001,2026-02-15,150000.0,,success
B132-P002,B6-U013,B306-S001,2026-03-15,150000.0,SPRING10,success
B132-P003,B6-U013,B306-S001,2026-04-15,150000.0,,failed
B132-P004,B2-U017,S003,2026-05-01,150000.0,,success
B132-P005,B2-U017,S003,2026-06-01,150000.0,SAVE20,success
B132-P006,B15-U007,B306-S001,2026-02-20,150000.0,,success
B132-P007,B15-U007,B306-S001,2026-03-20,150000.0,,failed
B132-P008,B11-U009,B228-S002,2026-02-05,50000.0,,success
B132-P009,B11-U009,B228-S002,2026-03-05,50000.0,WELCOME,success
B132-P010,B11-U009,B228-S002,2026-04-05,50000.0,,failed
B132-P011,B13-U014,B273-S001,2026-02-01,150000.0,,success
B132-P012,B13-U014,B273-S001,2026-03-01,150000.0,NEWUSER,success
B132-P013,B13-U018,S001,2026-02-20,150000.0,,success
B132-P014,B17-U018,S003,2026-01-15,150000.0,,success
B132-P015,B17-U018,S003,2026-02-15,150000.0,,failed
P001,B6-U014,B132-S002,2026-07-02,150000.0,,success
P002,B6-U014,B132-S002,2026-08-02,150000.0,SPRING15,success
P003,B3-U016,B75-S002,2026-02-04,150000.0,,success
P004,B18-U017,S002,2026-02-15,50000.0,,failed
P005,B7-U013,B152-S001,2026-01-02,50000.0,WELCOME,success
P006,B5-U008,B107-S001,2026-01-07,150000.0,,success
P007,B19-U005,B384-S001,2026-01-06,50000.0,,success
P008,B3-U015,B74-S002,2026-04-07,50000.0,SUMMER20,success
P009,B0-U003,S004,2026-01-20,50000.0,,failed
P010,B3-U017,B76-S001,2026-01-02,50000.0,,success
B134-P001,B6-U015,B209-S002,2026-09-01,150000.0,,success
B134-P002,B6-U015,B209-S002,2026-09-02,150000.0,PROMO20,success
B134-P003,B14-U005,B284-S001,2026-02-15,150000.0,,success
B134-P004,B17-U009,B348-S001,2026-01-12,150000.0,WELCOME,success
B134-P005,B15-U012,S003,2026-05-10,50000.0,,failed
B134-P006,B10-U009,S001,2026-01-04,150000.0,,success
B134-P007,B18-U020,B379-S001,2026-01-02,50000.0,,success
B134-P008,B14-U008,S004,2026-02-01,50000.0,,failed
B134-P009,B16-U009,S002,2026-05-15,150000.0,SPRING,success
B134-P010,B5-U017,S003,2026-09-05,50000.0,,success
B135-P001,B6-U016,S003,2026-02-14,50000.0,,success
B135-P002,B6-U016,S003,2026-03-14,50000.0,SPRING10,success
B135-P003,B13-U010,B269-S002,2026-02-15,50000.0,,failed
B135-P004,B16-U018,B337-S002,2026-02-18,150000.0,,success
B135-P005,B1-U007,B26-S001,2026-01-12,150000.0,WELCOME50,success
B135-P006,B14-U009,B288-S002,2026-02-25,50000.0,,success
B135-P007,B9-U003,B182-S002,2026-04-12,50000.0,NEWUSER,success
B135-P008,B10-U020,B219-S001,2026-01-20,150000.0,,failed
B135-P009,B10-U008,B207-S002,2026-04-15,150000.0,,success
B135-P010,B1-U019,S002,2026-02-10,150000.0,FALL20,success
B136-P001,B6-U017,B123-S001,2026-02-10,50000.0,,success
B136-P002,B6-U017,B123-S001,2026-03-10,50000.0,PROMO10,success
B136-P003,B6-U017,B123-S001,2026-04-10,50000.0,,failed
B136-P004,B4-U008,S001,2026-02-15,150000.0,,success
B136-P005,B4-U008,S001,2026-03-15,150000.0,,success
B136-P006,B4-U008,S001,2026-04-15,150000.0,PROMO15,failed
B136-P007,B11-U011,B230-S001,2026-02-20,150000.0,,success
B136-P008,B11-U011,B230-S001,2026-03-20,150000.0,,success
B136-P009,B11-U011,B230-S001,2026-04-20,150000.0,PROMO20,failed
B136-P010,B6-U016,B135-S003,2026-02-01,150000.0,,success
P001,B6-U018,S003,2026-08-01,50000.0,,success
P002,B14-U008,S003,2026-11-01,50000.0,PROMO10,success
P003,B8-U016,S003,2026-07-01,50000.0,,failed
P004,B17-U015,B354-S002,2026-03-01,50000.0,,success
P005,B11-U017,B236-S002,2026-04-01,50000.0,PROMO5,success
P006,B14-U019,B298-S002,2026-08-01,150000.0,,success
P007,B5-U015,B114-S002,2026-01-15,150000.0,PROMO20,success
P008,B4-U007,B86-S001,2026-01-03,50000.0,,success
P009,B18-U020,B379-S002,2026-03-02,150000.0,,success
P010,B12-U006,B245-S001,2026-02-12,50000.0,PROMO5,failed
P011,B2-U008,S002,2027-01-05,50000.0,,success
P001,B6-U019,B37-S002,2026-06-01,150000.0,,success
P002,B6-U019,B37-S002,2026-07-01,150000.0,PROMO15,success
P003,B16-U003,S002,2026-04-15,50000.0,,failed
P004,B10-U007,S002,2026-03-01,50000.0,,success
P005,B9-U001,S004,2026-05-15,150000.0,SAVE20,success
P001,B6-U020,S001,2026-01-04,50000.0,,success
P002,B6-U020,S001,2026-02-04,50000.0,PROMO10,success
P003,B14-U013,S002,2025-08-14,50000.0,,failed
P004,B4-U009,S003,2026-02-01,50000.0,,success
P005,B11-U009,S005,2026-12-01,150000.0,NEWYEAR,success
P006,B9-U001,S004,2026-05-01,150000.0,,success
P007,B0-U015,S001,2026-01-25,50000.0,,success
P008,B7-U007,B146-S003,2026-06-01,150000.0,SUMMER,success
P009,B7-U019,S001,2026-01-26,50000.0,,success
P010,B1-U007,S002,2026-02-10,50000.0,WELCOME,failed
P011,B8-U020,S002,2026-02-02,50000.0,,success
P012,B7-U003,B142-S002,2026-07-20,150000.0,LOYALTY,success
P001,B7-U001,B195-S002,2026-02-01,50000.0,,success
P002,B7-U001,B195-S002,2026-03-01,50000.0,PROMO10,success
P003,B9-U016,B195-S002,2026-04-01,45000.0,,success
P004,B18-U005,B364-S002,2026-03-16,50000.0,NEWUSER,failed
P005,B5-U011,B110-S002,2026-04-04,150000.0,,success
P006,B12-U002,S001,2026-02-07,50000.0,,success
P007,B6-U013,B132-S002,2026-08-02,150000.0,SUMMER,success
P008,B2-U003,B42-S002,2026-06-15,50000.0,,failed
P009,B12-U012,S002,2026-07-01,150000.0,DISC20,success
P010,B9-U012,B191-S003,2026-12-01,150000.0,,success
P011,B0-U010,B9-S001,2026-01-08,150000.0,,success
P012,B17-U019,S004,2026-02-15,50000.0,WELCOME,failed
B141-P001,B7-U002,S009,2026-11-15,1500000.0,,success
B141-P002,B15-U004,B303-S001,2026-01-12,35000.0,WELCOME30,success
B141-P003,B13-U011,B270-S002,2026-07-18,150000.0,,success
B141-P004,B10-U007,S002,2026-02-10,50000.0,,failed
B141-P005,B18-U012,B371-S002,2026-02-20,50000.0,SPRING25,success
B141-P006,B16-U019,B338-S001,2026-01-21,150000.0,,success
B141-P007,B11-U010,S002,2026-02-15,150000.0,DISC10,success
B141-P008,B1-U006,B25-S003,2026-08-11,50000.0,,success
B141-P009,B2-U008,S003,2026-06-20,150000.0,,failed
B141-P010,B1-U017,S004,2026-09-10,50000.0,NEWUSER,success
B142-P001,B7-U003,B273-S002,2026-05-20,37500.0,,success
B142-P002,B7-U003,B273-S002,2026-06-20,37500.0,PROMO15,success
B142-P003,B7-U003,B273-S002,2026-07-20,37500.0,,success
B142-P004,B7-U003,B273-S002,2026-08-20,37500.0,,failed
B142-P005,B7-U003,B273-S002,2026-09-20,37500.0,PROMO30,success
P001,B7-U004,S001,2026-01-04,50000.0,,success
P002,B7-U012,S001,2026-01-02,50000.0,WELCOME10,success
P003,B2-U003,B42-S001,2026-01-10,150000.0,,success
P004,B2-U015,S002,2026-03-01,150000.0,SPRING20,failed
P005,B11-U003,B222-S002,2026-07-13,50000.0,,success
P006,B6-U008,S001,2026-01-04,50000.0,,success
P007,B12-U009,S002,2026-02-01,50000.0,NOVEMBER5,success
P008,B7-U012,S001,2026-01-02,50000.0,,success
P001,B7-U005,B238-S002,2026-04-11,150000.0,,success
P002,B7-U005,B238-S002,2026-05-11,150000.0,PROMO10,success
P003,B7-U005,B238-S002,2026-06-11,150000.0,,success
P004,B7-U005,B238-S002,2026-07-11,150000.0,PROMO10,failed
P005,B7-U005,B238-S002,2026-08-11,150000.0,,success
B145-P001,B7-U006,B309-S001,2026-01-06,50000.0,,success
B145-P002,B7-U006,B309-S001,2026-02-06,50000.0,SAVE10,success
B145-P003,B7-U006,B309-S001,2026-03-06,50000.0,,success
B145-P004,B7-U006,B309-S001,2026-04-06,50000.0,,success
B145-P005,B16-U005,B324-S001,2026-01-06,150000.0,WELCOME,success
B145-P006,B16-U005,B324-S001,2026-02-06,150000.0,,success
B145-P007,B16-U005,B324-S001,2026-03-06,150000.0,,success
B145-P008,B7-U009,B148-S001,2026-01-10,150000.0,DISC20,success
B145-P009,B17-U018,B357-S001,2026-01-05,50000.0,,success
B145-P010,B2-U018,B57-S001,2026-01-19,50000.0,,success
B145-P011,B0-U017,S001,2026-01-10,50000.0,NEWUSER,success
B145-P012,B7-U007,B146-S003,2026-05-08,150000.0,,failed
B145-P013,B7-U007,B146-S003,2026-06-08,150000.0,,success
B146-P001,B7-U007,B250-S002,2026-01-02,50000.0,,success
B146-P002,B7-U007,B250-S002,2026-01-02,50000.0,PROMO10,success
P003,B12-U011,B250-S002,2026-01-02,35000.0,,failed
P004,B6-U018,B137-S001,2026-01-02,50000.0,NEWCUST,success
P005,B6-U018,B137-S001,2026-01-02,50000.0,,success
P006,B9-U010,S001,2026-01-10,150000.0,,success
P007,B9-U010,S001,2026-01-10,150000.0,PROMO20,failed
P008,B10-U003,S002,2026-01-17,50000.0,,success
P009,B9-U005,S003,2027-01-02,150000.0,,success
P010,B4-U019,B98-S001,2026-01-03,50000.0,,success
P011,B5-U002,B101-S002,2026-07-13,50000.0,,success
P012,B19-U014,S001,2026-01-08,150000.0,PROMO15,success
P013,B11-U012,B231-S001,2026-01-10,50000.0,,success
P001,B7-U008,B385-S002,2026-08-10,50000.0,NEW10,success
P002,B7-U008,B385-S002,2026-09-10,45000.0,,success
P003,B19-U006,B385-S002,2026-10-10,50000.0,SAVE20,success
P004,B13-U011,B270-S001,2026-02-01,50000.0,,failed
